Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
Amanda Nash,a0f0b295-9f37-4420-bb5f-313f9132dad3,Christopherview Gym,Google,2024-01-22,Some machines were broken during my visit. Staff are very friendly and helpful. Good variety of machines and weights.,2
Wesley Schmidt,6dbf7d86-130b-4fd0-b945-190c39a48247,Port Daniel Gym,Google,2022-08-26,Parking is limited but manageable. Locker rooms could be cleaner. Staff are very friendly and helpful.,1
Joshua Peck,9566d79d-ddbc-477c-8d6f-9ea1bfd40cdd,North Debrafort Gym,Google,2024-03-04,Good variety of machines and weights. Parking is limited but manageable.,5
Steven Walker,2b5edb6c-0d3e-4757-b8a3-8e016d68f19b,Clarkberg Gym,Google,2022-11-12,Parking is limited but manageable. Staff are very friendly and helpful.,1
Alexander Marsh,a885a477-2a64-424e-8638-3d6ac6258052,North Jeremychester Gym,Google,2022-10-21,Locker rooms could be cleaner. Can get crowded during peak hours. Great equipment and clean facilities. Easy to book classes online.,1
Cristina Blake,3b1f4e5d-31e2-431b-98a0-277e63666615,North Betty Gym,Google,2023-08-05,Easy to book classes online. Good variety of machines and weights. Some machines were broken during my visit. Locker rooms could be cleaner.,2
Julia Howard,f8166c7f-4052-40d9-87b1-efabe4bae3c4,West Eric Gym,Google,2024-01-05,Classes are fun and motivating. Good variety of machines and weights. Can get crowded during peak hours.,2
Jason Miller,a9721b1a-112d-40b5-9dc4-307d70c0d0dc,South Gregory Gym,Google,2023-08-24,Atmosphere is motivating and energetic. Good variety of machines and weights.,4
Reginald Salinas,be67fba1-ed69-4933-932b-2b5faa05679d,Lake Michael Gym,Google,2023-01-22,Can get crowded during peak hours. Atmosphere is motivating and energetic. Good variety of machines and weights.,1
Ellen Rodriguez,e8a3cb3c-5fa3-4de6-89a0-299cd155946e,Riosside Gym,Google,2022-07-03,Atmosphere is motivating and energetic. Easy to book classes online. Parking is limited but manageable.,4
Anne Miller,33ac2cf0-a3d6-425e-a465-2a84848b7d07,Jenkinschester Gym,Google,2023-11-10,Good variety of machines and weights. Parking is limited but manageable. Can get crowded during peak hours.,4
Deanna Smith,ba2e6856-3ae0-45b1-8de2-1a4aa935f0d0,East Andrewmouth Gym,Google,2022-07-29,Locker rooms could be cleaner. Classes are fun and motivating. Can get crowded during peak hours. Good variety of machines and weights.,4
Joseph Martinez,3c0836ff-910a-4007-b08b-18c679b85031,Lopezland Gym,Google,2024-05-05,Good variety of machines and weights. Staff are very friendly and helpful. Easy to book classes online.,5
Erin Reynolds,f5a71a13-8794-46b6-a75e-0c5706f56a4b,Port Kristen Gym,Google,2023-10-18,Can get crowded during peak hours. Classes are fun and motivating. Good variety of machines and weights. Atmosphere is motivating and energetic.,1
Edward Rhodes,f019ea46-bc35-492f-88fc-85da284b7910,Rebeccaview Gym,Google,2022-09-21,Locker rooms could be cleaner. Good variety of machines and weights. Classes are fun and motivating.,1
Beth Booth,215758f8-b53f-4153-9de3-98be7a612024,West Jason Gym,Google,2024-03-20,Atmosphere is motivating and energetic. Can get crowded during peak hours. Great equipment and clean facilities.,5
Michael Brown,edf8d819-ea6c-409a-8164-b4cf65610b56,Lisaburgh Gym,Google,2022-10-17,Some machines were broken during my visit. Great equipment and clean facilities. Easy to book classes online.,3
Claudia Wilson,32b51cea-84c2-40cc-bada-d9a12611b4c6,Peterland Gym,Google,2024-01-07,Staff are very friendly and helpful. Atmosphere is motivating and energetic. Easy to book classes online. Can get crowded during peak hours.,4
Raymond Diaz,547446dc-b180-42d5-857a-8584c85d4e1c,East Fredhaven Gym,Google,2023-12-24,Can get crowded during peak hours. Good variety of machines and weights.,2
Brandi Serrano,057300b9-010b-4445-83e3-9ea9b6430bed,Lake Sarah Gym,Google,2023-06-07,Great equipment and clean facilities. Classes are fun and motivating. Can get crowded during peak hours.,5
Brian Baker,e362753f-6797-4edd-8fbd-9c97df5b9c9c,Lake Peggyshire Gym,Google,2023-06-25,Can get crowded during peak hours. Good variety of machines and weights. Parking is limited but manageable. Locker rooms could be cleaner.,2
Katherine Hendrix,228a620d-9d33-488c-b269-bc23c46ab7ca,East Lisa Gym,Google,2022-07-27,Great equipment and clean facilities. Staff are very friendly and helpful. Classes are fun and motivating. Can get crowded during peak hours.,1
Teresa Johnson,cd871dac-b0e2-422d-af6e-2d7f4ab1a167,Sharonville Gym,Google,2024-02-15,Great equipment and clean facilities. Some machines were broken during my visit. Parking is limited but manageable. Can get crowded during peak hours.,2
Joshua Henderson,e9a5ec97-1bd4-43a2-88d7-6a5f20c4cf29,East Jose Gym,Google,2022-06-11,Atmosphere is motivating and energetic. Some machines were broken during my visit. Good variety of machines and weights.,4
Dylan May,8b64a2bb-608b-481f-b5c9-c8e1c4bf3df0,Ramseystad Gym,Google,2023-10-03,Great equipment and clean facilities. Can get crowded during peak hours.,5
Jennifer Monroe,abca7f9d-f3f9-45d2-85a4-f5f22cc86e6c,East Kristy Gym,Google,2022-08-31,Classes are fun and motivating. Can get crowded during peak hours.,1
David Wright,7652dd81-0014-4ee7-9384-2cd1f385024f,Lake Joseph Gym,Google,2024-01-08,Atmosphere is motivating and energetic. Parking is limited but manageable.,3
Charles Leach,6b27e915-e20b-44fe-909e-4b5dfb0d2a50,West Reginald Gym,Google,2022-06-03,Staff are very friendly and helpful. Can get crowded during peak hours.,1
Michelle Cunningham,0534e9da-c8dd-4a65-b671-46e152a4f867,Nancyton Gym,Google,2022-04-29,Can get crowded during peak hours. Great equipment and clean facilities. Locker rooms could be cleaner. Good variety of machines and weights.,3
Michele Daniels,859fc804-4ef3-4377-992c-adc67164ff3e,West Rickey Gym,Google,2023-08-13,Some machines were broken during my visit. Great equipment and clean facilities. Locker rooms could be cleaner. Good variety of machines and weights.,3
Brian Harper,582b3abe-b605-4e1d-bb4a-00f9a9c1fb49,Butlerchester Gym,Google,2024-01-16,Atmosphere is motivating and energetic. Classes are fun and motivating.,3
Julie Thomas,99eff56d-1fa5-4ac7-8bd0-00ab284b28fc,Griffinshire Gym,Google,2023-10-04,Parking is limited but manageable. Good variety of machines and weights. Great equipment and clean facilities.,1
Carol Sullivan,8b8095b9-32cd-49fd-85d3-9105df47d6ad,Kevintown Gym,Google,2022-04-02,Easy to book classes online. Good variety of machines and weights.,5
Katherine Guerra,4897eb78-13d7-4ca9-aaca-fe9d1745bd26,West Felicia Gym,Google,2022-03-12,Good variety of machines and weights. Locker rooms could be cleaner.,1
Alan Glover MD,4ec58fa0-eef4-4e11-b927-76b278c47a39,Port Elizabeth Gym,Google,2023-08-29,Good variety of machines and weights. Atmosphere is motivating and energetic.,2
Theresa Wilcox,83d20e38-02ab-4b92-a555-30b593b13d18,Lake Taylor Gym,Google,2023-02-17,Atmosphere is motivating and energetic. Can get crowded during peak hours. Some machines were broken during my visit. Locker rooms could be cleaner.,1
Christopher Pope,574f5933-ecc1-4efe-839d-0db0047de9c9,Kennethberg Gym,Google,2023-02-01,Staff are very friendly and helpful. Classes are fun and motivating.,1
Kathleen Coleman,b114cca5-970d-47c6-9979-db8fa47e126d,Johnsonshire Gym,Google,2023-02-23,Great equipment and clean facilities. Easy to book classes online. Parking is limited but manageable. Classes are fun and motivating.,1
Sabrina Tucker,c5d775b6-100e-475a-b942-1f48fcc9d5f4,Whitechester Gym,Google,2023-03-19,Parking is limited but manageable. Can get crowded during peak hours. Staff are very friendly and helpful.,2
Shane Rodriguez,b2df261e-709b-466b-aa4a-936e2447cb3e,Holmesfurt Gym,Google,2022-07-10,Some machines were broken during my visit. Can get crowded during peak hours.,3
Jeffrey Davidson,4816d2a5-802d-4108-b51e-845ea80986b1,South Alexisborough Gym,Google,2022-05-30,Staff are very friendly and helpful. Good variety of machines and weights. Some machines were broken during my visit. Parking is limited but manageable.,3
Steven Smith,82dfca0b-4ef2-44d7-bd11-23a48ff98c1f,South Michelletown Gym,Google,2023-03-03,Staff are very friendly and helpful. Parking is limited but manageable. Some machines were broken during my visit. Classes are fun and motivating.,4
Michael Forbes,a8afccf0-86a2-4485-a898-2f491076a8f6,South Mercedes Gym,Google,2022-05-13,Can get crowded during peak hours. Atmosphere is motivating and energetic. Easy to book classes online. Locker rooms could be cleaner.,2
Kristin Barker,47c31186-6474-4294-9ea2-ee6da1a6e6c2,Katherineville Gym,Google,2022-08-01,Great equipment and clean facilities. Locker rooms could be cleaner.,1
Kayla Roberts,637acfd3-11b1-4f86-ba4b-0f4063e9429d,Lake Morgan Gym,Google,2023-02-05,Can get crowded during peak hours. Atmosphere is motivating and energetic.,4
Michael Nelson,8b6db3da-9c46-4cb7-b2a6-382f756d6399,Smithville Gym,Google,2022-04-30,Staff are very friendly and helpful. Great equipment and clean facilities. Atmosphere is motivating and energetic. Good variety of machines and weights.,3
Amy Noble,9cf7b617-896c-4ec3-8040-a956babe0c80,East Lindsey Gym,Google,2023-10-07,Good variety of machines and weights. Easy to book classes online.,1
Jessica Rice,c4ada0b1-3868-4925-a8a3-9253df5f5d62,North Desireeborough Gym,Google,2022-05-30,Atmosphere is motivating and energetic. Some machines were broken during my visit. Great equipment and clean facilities.,5
Theresa Rivera,db66321c-5065-4262-8ab8-2f4ff1017287,North Davidland Gym,Google,2023-10-12,Great equipment and clean facilities. Can get crowded during peak hours.,3
Sandra Nunez,24d67443-7c07-4213-9612-ccf0e6110ff2,Brownchester Gym,Google,2022-06-17,Atmosphere is motivating and energetic. Can get crowded during peak hours.,1
Brandi Peters,8132bfc8-0b3a-4026-a647-5b6120b8436b,Phillipland Gym,Google,2022-06-15,Staff are very friendly and helpful. Easy to book classes online. Locker rooms could be cleaner. Good variety of machines and weights.,2
Blake Horton,32c5364a-0122-49bd-af52-de797921bdd4,Wilsonstad Gym,Google,2023-03-04,Easy to book classes online. Good variety of machines and weights. Can get crowded during peak hours.,4
Rebecca Foster,d2ccb0b8-85ba-42f0-99a0-df71003cd9f9,South Nicole Gym,Google,2022-08-05,Good variety of machines and weights. Parking is limited but manageable. Easy to book classes online. Some machines were broken during my visit.,4
Brian Moore,67f362b8-509f-495d-8c1a-a85b3dd7d12f,East Laceystad Gym,Google,2023-05-21,Staff are very friendly and helpful. Locker rooms could be cleaner.,5
Samantha Wolf,71341034-db91-4e66-b7aa-a4f01ead0e7d,Port Aaronville Gym,Google,2023-10-24,Can get crowded during peak hours. Locker rooms could be cleaner. Staff are very friendly and helpful. Classes are fun and motivating.,5
Ethan Williams,1344fce3-5128-460a-97ed-5761f20d29ec,New Lindastad Gym,Google,2022-09-01,Classes are fun and motivating. Some machines were broken during my visit. Locker rooms could be cleaner.,2
Mathew Thomas,487ba613-e7df-4f06-8023-f353d1fc3774,South Patrick Gym,Google,2024-01-19,Staff are very friendly and helpful. Classes are fun and motivating. Easy to book classes online.,5
Kelly Archer,f66baef5-8910-4836-9cb4-aec1503cf06f,Roblesshire Gym,Google,2024-01-19,Classes are fun and motivating. Some machines were broken during my visit. Staff are very friendly and helpful.,5
Matthew Rogers,181f4e1b-0273-40f2-ba2d-f355ece9bc70,Desireeside Gym,Google,2023-05-23,Locker rooms could be cleaner. Some machines were broken during my visit. Atmosphere is motivating and energetic. Easy to book classes online.,5
Nichole Allen,24b68dea-6904-484e-a559-1b0588026f2f,Port Bridgetmouth Gym,Google,2022-09-29,Atmosphere is motivating and energetic. Parking is limited but manageable. Easy to book classes online. Good variety of machines and weights.,3
Julian Boyd,26325005-5219-4914-a406-06d89342f8fa,South Rachel Gym,Google,2022-05-23,Atmosphere is motivating and energetic. Parking is limited but manageable.,2
Jason Davidson,0681b20a-e487-4484-aafa-482df0b827e6,Russoborough Gym,Google,2023-08-18,Atmosphere is motivating and energetic. Some machines were broken during my visit. Good variety of machines and weights.,3
Katie Edwards PhD,15738e6c-8393-474d-ad4b-84a248c6c123,Alexanderberg Gym,Google,2022-04-04,Atmosphere is motivating and energetic. Easy to book classes online. Classes are fun and motivating.,4
Justin Barker,540f1cd6-9eb3-4975-80da-04c9fa5bf792,Flemingborough Gym,Google,2022-06-04,Some machines were broken during my visit. Atmosphere is motivating and energetic. Can get crowded during peak hours. Easy to book classes online.,1
Nathaniel Love,79339fc4-8b0a-4b61-829d-473f84f13505,Lake Amandaview Gym,Google,2022-08-25,Locker rooms could be cleaner. Atmosphere is motivating and energetic. Easy to book classes online. Parking is limited but manageable.,5
Brittany Clay,7d2edac4-16b0-483a-a6f9-e307ffea289a,New Janetburgh Gym,Google,2022-06-27,Locker rooms could be cleaner. Staff are very friendly and helpful. Can get crowded during peak hours.,2
Sandra Riggs,79b691d4-d4fd-42b4-a3e5-017729195173,West Jon Gym,Google,2024-04-23,Easy to book classes online. Classes are fun and motivating. Locker rooms could be cleaner. Staff are very friendly and helpful.,3
Stephanie Levy,47bf18e9-5141-483e-b5e5-55404052568d,North Erikberg Gym,Google,2023-12-29,Staff are very friendly and helpful. Good variety of machines and weights. Parking is limited but manageable.,4
Lindsay Lindsey,f4649b3f-4cf3-4155-abc7-14d2188ac9b0,Williamtown Gym,Google,2024-01-18,Easy to book classes online. Atmosphere is motivating and energetic. Great equipment and clean facilities.,2
John Williams,188a4a92-e79a-491b-962d-6493410476a2,Tiffanyville Gym,Google,2022-11-29,Good variety of machines and weights. Some machines were broken during my visit.,2
Dr. Angela Pham,a08e40e9-ed59-4b24-941f-cfc48792c5f2,Taylorfurt Gym,Google,2023-03-31,Some machines were broken during my visit. Locker rooms could be cleaner. Easy to book classes online.,5
Sharon Fletcher,c247f56f-f4d0-4151-9376-1e8ce6fba04e,New Adamland Gym,Google,2024-01-27,Great equipment and clean facilities. Parking is limited but manageable. Easy to book classes online.,5
Bruce Nguyen,35212e3d-6ad9-403a-a4b5-930c358a4541,West Peterhaven Gym,Google,2023-08-08,Atmosphere is motivating and energetic. Some machines were broken during my visit.,1
Maria Mckay,b84a3ea3-ca34-4c78-959d-d2186d4d6173,Gracetown Gym,Google,2022-07-13,Good variety of machines and weights. Staff are very friendly and helpful. Locker rooms could be cleaner.,3
Madison Allen,913f8255-e21e-4620-bb34-aa84748a8e0d,Baileyshire Gym,Google,2023-09-17,Atmosphere is motivating and energetic. Good variety of machines and weights. Parking is limited but manageable.,1
Brian Barnes,0e1b6c70-2656-4dec-a0d8-dfe9059beafa,Rodgerstown Gym,Google,2022-03-25,Can get crowded during peak hours. Good variety of machines and weights. Great equipment and clean facilities. Atmosphere is motivating and energetic.,3
Matthew Lewis,3ddd5d65-c67b-4abc-b6a7-cebabeac7786,Karichester Gym,Google,2023-05-02,Locker rooms could be cleaner. Some machines were broken during my visit. Can get crowded during peak hours. Staff are very friendly and helpful.,3
Paul Price,c3596268-a778-4fd2-9d48-312543aa748a,South Jeremy Gym,Google,2024-05-07,Easy to book classes online. Staff are very friendly and helpful. Some machines were broken during my visit. Classes are fun and motivating.,5
Erica Smith,b76cf51b-d02c-4c77-837f-e426e4fdd100,Port Katherinestad Gym,Google,2023-08-31,Great equipment and clean facilities. Locker rooms could be cleaner. Classes are fun and motivating. Can get crowded during peak hours.,4
Gary Washington,6224f427-d151-46ac-9a38-6cc502a74896,East Beckyside Gym,Google,2023-10-02,Easy to book classes online. Locker rooms could be cleaner. Staff are very friendly and helpful. Classes are fun and motivating.,4
